B1,20171120113303,1,2017,69505,Ke1001,株式会社大洋建設,1,60000,28000,70.7,100,0,2,120000,64000,60000,28000,70.7,100,0,6,360000,192000,60000,28000,70.7,100,0,3,180000,96000,60000,28000,70.7,100,0,5,300000,160000,60000,28000,70.7,100,0,2,120000,64000,60000,28000,70.7,100,0,6,360000,192000,60000,28000,70.7,100,0,6,360000,192000,60000,28000,70.7,100,0,0,0,0,60000,28000,70.7,100,0,3,180000,96000,60000,28000,70.7,100,0,1,60000,32000,60000,28000,70.7,100,0,1,60000,32000,60000,28000,70.7,100,0,2,120000,64000
B1,20171120113303,1,2017,68862,Ke1004,株式会社ジョイフルホーム札幌支店,1,30000,0,57.8,100,97.4,0,0,0,30000,0,57.8,100,97.4,0,0,0,30000,0,57.8,100,97.4,1,30000,30000,30000,0,57.8,100,97.4,0,0,0,30000,0,57.8,100,97.4,0,0,0,30000,0,57.8,100,97.4,0,0,0,30000,0,57.8,100,97.4,0,0,0,30000,0,57.8,100,97.4,0,0,0,30000,0,57.8,100,97.4,0,0,0,30000,0,57.8,100,97.4,0,0,0,30000,0,57.8,100,97.4,0,0,0,30000,0,57.8,100,97.4,0,0,0
B1,20171120113303,1,2017,68862,Ke2002,株式会社ジョイフルホーム札幌支店,2,20000,0,57.8,100,97.4,4,80000,80000,20000,0,57.8,100,97.4,0,0,0,20000,0,57.8,100,97.4,5,100000,100000,20000,0,57.8,100,97.4,1,20000,20000,20000,0,57.8,100,97.4,1,20000,20000,20000,0,57.8,100,97.4,4,80000,80000,20000,0,57.8,100,97.4,6,120000,120000,20000,0,57.8,100,97.4,0,0,0,20000,0,57.8,100,97.4,7,140000,140000,20000,0,57.8,100,97.4,3,60000,60000,20000,0,57.8,100,97.4,1,20000,20000,20000,0,57.8,100,97.4,0,0,0
B1,20171120113303,1,2017,60618,Ke1001,竹内建設株式会社,1,65000,25000,40,88.9,100,5,325000,200000,65000,25000,40,88.9,100,2,130000,80000,65000,25000,40,88.9,100,5,325000,200000,65000,25000,40,88.9,100,0,0,0,65000,25000,40,88.9,100,4,260000,160000,65000,25000,40,88.9,100,5,325000,200000,65000,25000,40,88.9,100,4,260000,160000,65000,25000,40,88.9,100,6,390000,240000,65000,25000,40,88.9,100,1,65000,40000,65000,25000,40,88.9,100,2,130000,80000,65000,25000,40,88.9,100,2,130000,80000,65000,25000,40,88.9,100,1,65000,40000
B1,20171120113303,1,2017,60618,Ke1005,竹内建設株式会社,1,28000,22000,40,88.9,100,0,0,0,28000,22000,40,88.9,100,0,0,0,28000,22000,40,88.9,100,0,0,0,28000,22000,40,88.9,100,1,28000,6000,28000,22000,40,88.9,100,0,0,0,28000,22000,40,88.9,100,0,0,0,28000,22000,40,88.9,100,0,0,0,28000,22000,40,88.9,100,0,0,0,28000,22000,40,88.9,100,0,0,0,28000,22000,40,88.9,100,0,0,0,28000,22000,40,88.9,100,0,0,0,28000,22000,40,88.9,100,0,0,0
B1,20171120113303,1,2017,60618,Ke2002,竹内建設株式会社,2,40000,0,40,88.9,100,1,40000,40000,40000,0,40,88.9,100,1,40000,40000,40000,0,40,88.9,100,4,160000,160000,40000,0,40,88.9,100,1,40000,40000,40000,0,40,88.9,100,1,40000,40000,40000,0,40,88.9,100,3,120000,120000,40000,0,40,88.9,100,1,40000,40000,40000,0,40,88.9,100,2,80000,80000,40000,0,40,88.9,100,1,40000,40000,40000,0,40,88.9,100,1,40000,40000,40000,0,40,88.9,100,1,40000,40000,40000,0,40,88.9,100,1,40000,40000
B1,20171120113303,1,2017,69436,Ke1001,株式会社ロゴスホーム苫小牧支店,1,70000,25000,36.4,91.7,81.8,3,210000,135000,70000,25000,36.4,91.7,81.8,1,70000,45000,70000,25000,36.4,91.7,81.8,5,350000,225000,70000,25000,36.4,91.7,81.8,5,350000,225000,70000,25000,36.4,91.7,81.8,4,280000,180000,70000,25000,36.4,91.7,81.8,5,350000,225000,70000,25000,36.4,91.7,81.8,2,140000,90000,70000,25000,36.4,91.7,81.8,2,140000,90000,70000,25000,36.4,91.7,81.8,0,0,0,70000,25000,36.4,91.7,81.8,1,70000,45000,70000,25000,36.4,91.7,81.8,1,70000,45000,70000,25000,36.4,91.7,81.8,2,140000,90000
B1,20171120113303,1,2017,66086,Ke1001,株式会社シーズン,1,75000,25000,33.3,80,0,2,150000,100000,75000,25000,33.3,80,0,1,75000,50000,75000,25000,33.3,80,0,1,75000,50000,75000,25000,33.3,80,0,4,300000,200000,75000,25000,33.3,80,0,1,75000,50000,75000,25000,33.3,80,0,1,75000,50000,75000,25000,33.3,80,0,1,75000,50000,75000,25000,33.3,80,0,1,75000,50000,75000,25000,33.3,80,0,1,75000,50000,75000,25000,33.3,80,0,1,75000,50000,75000,25000,33.3,80,0,2,150000,100000,75000,25000,33.3,80,0,1,75000,50000
B1,20171120113303,1,2017,66558,Ke1001,ユニバーサルホーム札幌豊平店,1,49000,24000,51.7,80,83.3,0,0,0,49000,24000,51.7,80,83.3,2,98000,50000,49000,24000,51.7,80,83.3,2,98000,50000,49000,24000,51.7,80,83.3,2,98000,50000,49000,24000,51.7,80,83.3,2,98000,50000,49000,24000,51.7,80,83.3,0,0,0,49000,24000,51.7,80,83.3,1,49000,25000,49000,24000,51.7,80,83.3,2,98000,50000,49000,24000,51.7,80,83.3,1,49000,25000,49000,24000,51.7,80,83.3,1,49000,25000,49000,24000,51.7,80,83.3,1,49000,25000,49000,24000,51.7,80,83.3,0,0,0
B1,20171120113303,1,2017,66558,Ke2002,ユニバーサルホーム札幌豊平店,2,40000,0,51.7,80,83.3,1,40000,40000,20000,0,51.7,80,83.3,2,40000,40000,20000,0,51.7,80,83.3,3,60000,60000,20000,0,51.7,80,83.3,0,0,0,20000,0,51.7,80,83.3,1,20000,20000,23000,0,51.7,80,83.3,1,23000,23000,20000,0,51.7,80,83.3,1,20000,20000,20000,0,51.7,80,83.3,1,20000,20000,20000,0,51.7,80,83.3,1,20000,20000,20000,0,51.7,80,83.3,2,40000,40000,20000,0,51.7,80,83.3,1,20000,20000,20000,0,51.7,80,83.3,1,20000,20000
B1,20171120113303,1,2017,63792,Ke1001,株式会社大和日建,1,65000,25000,70.6,100,100,3,195000,120000,65000,25000,70.6,100,100,3,195000,120000,65000,25000,70.6,100,100,3,195000,120000,65000,25000,70.6,100,100,3,195000,120000,65000,25000,70.6,100,100,3,195000,120000,65000,25000,70.6,100,100,3,195000,120000,65000,25000,70.6,100,100,3,195000,120000,65000,25000,70.6,100,100,3,195000,120000,65000,25000,70.6,100,100,3,195000,120000,65000,25000,70.6,100,100,2,130000,80000,65000,25000,70.6,100,100,2,130000,80000,65000,25000,70.6,100,100,3,195000,120000
B1,20171120113303,1,2017,63792,Ke1004,株式会社大和日建,1,45000,0,70.6,100,100,0,0,0,45000,0,70.6,100,100,0,0,0,45000,0,70.6,100,100,1,45000,45000,45000,0,70.6,100,100,0,0,0,45000,0,70.6,100,100,0,0,0,45000,0,70.6,100,100,1,45000,45000,45000,0,70.6,100,100,0,0,0,45000,0,70.6,100,100,0,0,0,45000,0,70.6,100,100,0,0,0,45000,0,70.6,100,100,0,0,0,45000,0,70.6,100,100,0,0,0,45000,0,70.6,100,100,0,0,0
B1,20171120113303,1,2017,63792,Ke2002,株式会社大和日建,2,40000,0,70.6,100,100,2,80000,80000,40000,0,70.6,100,100,2,80000,80000,40000,0,70.6,100,100,4,160000,160000,40000,0,70.6,100,100,1,40000,40000,40000,0,70.6,100,100,1,40000,40000,40000,0,70.6,100,100,2,80000,80000,40000,0,70.6,100,100,3,120000,120000,40000,0,70.6,100,100,4,160000,160000,40000,0,70.6,100,100,2,80000,80000,40000,0,70.6,100,100,2,80000,80000,40000,0,70.6,100,100,1,40000,40000,40000,0,70.6,100,100,1,40000,40000
B1,20171120113303,1,2017,64220,Ke1001,イネスホーム株式会社,1,75000,25000,44.8,100,100,2,150000,100000,75000,25000,44.8,100,100,2,150000,100000,75000,25000,44.8,100,100,2,150000,100000,75000,25000,44.8,100,100,6,450000,300000,75000,25000,44.8,100,100,2,150000,100000,75000,25000,44.8,100,100,4,300000,200000,75000,25000,44.8,100,100,5,375000,250000,75000,25000,44.8,100,100,2,150000,100000,75000,25000,44.8,100,100,2,150000,100000,75000,25000,44.8,100,100,0,0,0,75000,25000,44.8,100,100,1,75000,50000,75000,25000,44.8,100,100,1,75000,50000
B1,20171120113303,1,2017,64220,Ke1005,イネスホーム株式会社,1,28000,22000,44.8,100,100,0,0,0,28000,22000,44.8,100,100,0,0,0,28000,22000,44.8,100,100,0,0,0,28000,22000,44.8,100,100,0,0,0,28000,22000,44.8,100,100,0,0,0,28000,22000,44.8,100,100,0,0,0,28000,22000,44.8,100,100,0,0,0,28000,22000,44.8,100,100,1,28000,6000,28000,22000,44.8,100,100,0,0,0,28000,22000,44.8,100,100,0,0,0,28000,22000,44.8,100,100,0,0,0,28000,22000,44.8,100,100,0,0,0
B1,20171120113303,1,2017,64220,Ke2002,イネスホーム株式会社,2,40000,0,44.8,100,100,1,40000,40000,40000,0,44.8,100,100,1,40000,40000,40000,0,44.8,100,100,2,80000,80000,40000,0,44.8,100,100,1,40000,40000,40000,0,44.8,100,100,1,40000,40000,40000,0,44.8,100,100,1,40000,40000,40000,0,44.8,100,100,1,40000,40000,40000,0,44.8,100,100,1,40000,40000,40000,0,44.8,100,100,7,280000,280000,40000,0,44.8,100,100,1,40000,40000,40000,0,44.8,100,100,1,40000,40000,40000,0,44.8,100,100,1,40000,40000
B1,20171120113303,1,2017,64715,Ke1001,株式会社スカイハウス,1,65000,22000,75,100,94.4,2,130000,86000,65000,22000,75,100,94.4,1,65000,43000,65000,22000,75,100,94.4,2,130000,86000,65000,22000,75,100,94.4,3,195000,129000,65000,22000,75,100,94.4,2,130000,86000,65000,22000,75,100,94.4,1,65000,43000,65000,22000,75,100,94.4,3,195000,129000,65000,22000,75,100,94.4,4,260000,172000,65000,22000,75,100,94.4,3,195000,129000,65000,22000,75,100,94.4,0,0,0,65000,22000,75,100,94.4,1,65000,43000,65000,22000,75,100,94.4,0,0,0
B1,20171120113303,1,2017,64715,Ke2002,株式会社スカイハウス,2,40000,0,75,100,94.4,1,40000,40000,40000,0,75,100,94.4,1,40000,40000,40000,0,75,100,94.4,1,40000,40000,40000,0,75,100,94.4,1,40000,40000,40000,0,75,100,94.4,2,80000,80000,40000,0,75,100,94.4,2,80000,80000,40000,0,75,100,94.4,2,80000,80000,40000,0,75,100,94.4,2,80000,80000,40000,0,75,100,94.4,1,40000,40000,40000,0,75,100,94.4,4,160000,160000,40000,0,75,100,94.4,2,80000,80000,40000,0,75,100,94.4,1,40000,40000
B1,20171120113303,1,2017,66118,Ke1001,株式会社渡辺工務店,1,75000,29000,14.8,100,100,0,0,0,75000,29000,14.8,100,100,5,375000,230000,75000,29000,14.8,100,100,4,300000,184000,75000,29000,14.8,100,100,5,375000,230000,75000,29000,14.8,100,100,0,0,0,75000,29000,14.8,100,100,5,375000,230000,75000,29000,14.8,100,100,1,75000,46000,75000,29000,14.8,100,100,2,150000,92000,75000,29000,14.8,100,100,1,75000,46000,75000,29000,14.8,100,100,2,150000,92000,75000,29000,14.8,100,100,0,0,0,75000,29000,14.8,100,100,1,75000,46000
B1,20171120113303,1,2017,66118,Ke1004,株式会社渡辺工務店,1,45000,0,14.8,100,100,0,0,0,45000,0,14.8,100,100,0,0,0,45000,0,14.8,100,100,1,45000,45000,45000,0,14.8,100,100,0,0,0,45000,0,14.8,100,100,0,0,0,45000,0,14.8,100,100,0,0,0,45000,0,14.8,100,100,0,0,0,45000,0,14.8,100,100,0,0,0,45000,0,14.8,100,100,0,0,0,45000,0,14.8,100,100,0,0,0,45000,0,14.8,100,100,0,0,0,45000,0,14.8,100,100,0,0,0
B1,20171120113303,1,2017,66118,Ke1005,株式会社渡辺工務店,1,28000,17000,14.8,100,100,0,0,0,28000,17000,14.8,100,100,0,0,0,28000,17000,14.8,100,100,1,28000,11000,28000,17000,14.8,100,100,1,28000,11000,28000,17000,14.8,100,100,0,0,0,28000,17000,14.8,100,100,0,0,0,28000,17000,14.8,100,100,0,0,0,28000,17000,14.8,100,100,0,0,0,28000,17000,14.8,100,100,0,0,0,28000,17000,14.8,100,100,0,0,0,28000,17000,14.8,100,100,0,0,0,28000,17000,14.8,100,100,0,0,0
B1,20171120113303,1,2017,66118,Ke2002,株式会社渡辺工務店,2,40000,0,14.8,100,100,0,0,0,40000,0,14.8,100,100,1,40000,40000,40000,0,14.8,100,100,1,40000,40000,40000,0,14.8,100,100,1,40000,40000,40000,0,14.8,100,100,1,40000,40000,40000,0,14.8,100,100,1,40000,40000,40000,0,14.8,100,100,1,40000,40000,40000,0,14.8,100,100,1,40000,40000,40000,0,14.8,100,100,1,40000,40000,40000,0,14.8,100,100,1,40000,40000,40000,0,14.8,100,100,1,40000,40000,40000,0,14.8,100,100,1,40000,40000
B1,20171120113303,1,2017,50765,Ke1001,須藤建設株式会社札幌支店,1,70000,23000,33.3,100,50,1,70000,47000,70000,23000,33.3,100,50,0,0,0,70000,23000,33.3,100,50,2,140000,94000,70000,23000,33.3,100,50,3,210000,141000,70000,23000,33.3,100,50,0,0,0,70000,23000,33.3,100,50,1,70000,47000,70000,23000,33.3,100,50,1,70000,47000,70000,23000,33.3,100,50,2,140000,94000,70000,23000,33.3,100,50,0,0,0,70000,23000,33.3,100,50,0,0,0,70000,23000,33.3,100,50,1,70000,47000,70000,23000,33.3,100,50,1,70000,47000
B1,20171120113303,1,2017,50765,Ke2002,須藤建設株式会社札幌支店,2,36000,0,33.3,100,50,1,36000,36000,36000,0,33.3,100,50,1,36000,36000,36000,0,33.3,100,50,1,36000,36000,18000,0,33.3,100,50,1,18000,18000,36000,0,33.3,100,50,1,36000,36000,18000,0,33.3,100,50,1,18000,18000,18000,0,33.3,100,50,1,18000,18000,18000,0,33.3,100,50,1,18000,18000,18000,0,33.3,100,50,1,18000,18000,18000,0,33.3,100,50,1,18000,18000,18000,0,33.3,100,50,1,18000,18000,18000,0,33.3,100,50,1,18000,18000
B1,20171120113303,1,2017,69134,Ke1001,エイベルホーム株式会社,1,80000,25000,0,0,0,3,240000,165000,80000,25000,0,0,0,3,240000,165000,80000,25000,0,0,0,3,240000,165000,80000,25000,0,0,0,3,240000,165000,80000,25000,0,0,0,3,240000,165000,80000,25000,0,0,0,3,240000,165000,80000,25000,0,0,0,3,240000,165000,80000,25000,0,0,0,3,240000,165000,80000,25000,0,0,0,2,160000,110000,80000,25000,0,0,0,2,160000,110000,80000,25000,0,0,0,2,160000,110000,80000,25000,0,0,0,3,240000,165000
B1,20171120113303,1,2017,69134,Ke1005,エイベルホーム株式会社,1,37000,25000,0,0,0,0,0,0,37000,25000,0,0,0,1,37000,12000,37000,25000,0,0,0,0,0,0,37000,25000,0,0,0,0,0,0,37000,25000,0,0,0,2,74000,24000,37000,25000,0,0,0,1,37000,12000,37000,25000,0,0,0,1,37000,12000,37000,25000,0,0,0,0,0,0,37000,25000,0,0,0,2,74000,24000,37000,25000,0,0,0,0,0,0,37000,25000,0,0,0,0,0,0,37000,25000,0,0,0,0,0,0
B1,20171120113303,1,2017,63942,Ke1001,ｾﾙｺﾎｰﾑ札幌南 株式会社ｽｶｲﾊｳｽ,1,56000,22000,64.3,100,90,3,168000,102000,56000,22000,64.3,100,90,1,56000,34000,56000,22000,64.3,100,90,2,112000,68000,56000,22000,64.3,100,90,1,56000,34000,56000,22000,64.3,100,90,2,112000,68000,56000,22000,64.3,100,90,1,56000,34000,56000,22000,64.3,100,90,1,56000,34000,56000,22000,64.3,100,90,1,56000,34000,56000,22000,64.3,100,90,0,0,0,56000,22000,64.3,100,90,0,0,0,56000,22000,64.3,100,90,1,56000,34000,56000,22000,64.3,100,90,0,0,0
B1,20171120113303,1,2017,63942,Ke1002,ｾﾙｺﾎｰﾑ札幌南 株式会社ｽｶｲﾊｳｽ,1,28000,22000,64.3,100,90,0,0,0,28000,22000,64.3,100,90,0,0,0,28000,22000,64.3,100,90,1,28000,6000,28000,22000,64.3,100,90,0,0,0,28000,22000,64.3,100,90,0,0,0,28000,22000,64.3,100,90,0,0,0,28000,22000,64.3,100,90,0,0,0,28000,22000,64.3,100,90,0,0,0,28000,22000,64.3,100,90,0,0,0,28000,22000,64.3,100,90,0,0,0,28000,22000,64.3,100,90,0,0,0,28000,22000,64.3,100,90,0,0,0
B1,20171120113303,1,2017,63942,Ke1005,ｾﾙｺﾎｰﾑ札幌南 株式会社ｽｶｲﾊｳｽ,1,28000,22000,64.3,100,90,0,0,0,28000,22000,64.3,100,90,0,0,0,28000,22000,64.3,100,90,0,0,0,28000,22000,64.3,100,90,0,0,0,28000,22000,64.3,100,90,0,0,0,28000,22000,64.3,100,90,1,28000,6000,28000,22000,64.3,100,90,0,0,0,28000,22000,64.3,100,90,0,0,0,28000,22000,64.3,100,90,0,0,0,28000,22000,64.3,100,90,0,0,0,28000,22000,64.3,100,90,0,0,0,28000,22000,64.3,100,90,0,0,0
B1,20171120113303,1,2017,63942,Ke2002,ｾﾙｺﾎｰﾑ札幌南 株式会社ｽｶｲﾊｳｽ,2,40000,0,64.3,100,90,1,40000,40000,40000,0,64.3,100,90,1,40000,40000,40000,0,64.3,100,90,1,40000,40000,40000,0,64.3,100,90,1,40000,40000,40000,0,64.3,100,90,1,40000,40000,40000,0,64.3,100,90,1,40000,40000,40000,0,64.3,100,90,1,40000,40000,40000,0,64.3,100,90,1,40000,40000,40000,0,64.3,100,90,1,40000,40000,40000,0,64.3,100,90,1,40000,40000,40000,0,64.3,100,90,1,40000,40000,40000,0,64.3,100,90,1,40000,40000
B1,20171120113303,1,2017,68307,Ke1001,株式会社リヨ・デ・ホーム,1,75000,25000,53.8,85.7,100,2,150000,100000,75000,25000,53.8,85.7,100,2,150000,100000,75000,25000,53.8,85.7,100,2,150000,100000,75000,25000,53.8,85.7,100,2,150000,100000,75000,25000,53.8,85.7,100,2,150000,100000,75000,25000,53.8,85.7,100,2,150000,100000,75000,25000,53.8,85.7,100,2,150000,100000,75000,25000,53.8,85.7,100,2,150000,100000,75000,25000,53.8,85.7,100,2,150000,100000,75000,25000,53.8,85.7,100,2,150000,100000,75000,25000,53.8,85.7,100,1,75000,50000,75000,25000,53.8,85.7,100,2,150000,100000
B1,20171120113303,1,2017,68307,Ke1004,株式会社リヨ・デ・ホーム,1,50000,0,53.8,85.7,100,0,0,0,50000,0,53.8,85.7,100,0,0,0,50000,0,53.8,85.7,100,0,0,0,50000,0,53.8,85.7,100,0,0,0,50000,0,53.8,85.7,100,0,0,0,50000,0,53.8,85.7,100,0,0,0,50000,0,53.8,85.7,100,0,0,0,50000,0,53.8,85.7,100,0,0,0,50000,0,53.8,85.7,100,0,0,0,50000,0,53.8,85.7,100,0,0,0,50000,0,53.8,85.7,100,1,50000,50000,50000,0,53.8,85.7,100,0,0,0
